location,year,class,env,plot,range,row,id,yield,sg,redness,lightness,roundness,lxw
Becker,2021,CHIPS,Becker_2021,99,14,8,MN18W17037-11,239.58,1.0625,9.7,63.7,0.990044627,1.006694368
Becker,2021,CHIPS,Becker_2021,100,13,8,MSFF292-1,309.155,1.063229572,13.4,55.1,0.98767493,1.031739197
Becker,2021,CHIPS,Becker_2021,101,12,8,W17043-37,634.04,1.072,13,54.1,0.986734157,1.066480945
Becker,2021,CHIPS,Becker_2021,102,11,8,MSFF036-1,484,1.063591022,12.4,56.5,0.985979041,1.051682705
Becker,2021,CHIPS,Becker_2021,103,10,8,MN18AF6725-1,309.76,1.104304636,12.6,55.45,0.985433705,1.099709718
Becker,2021,CHIPS,Becker_2021,104,9,8,MSFF022-2,389.62,1.064133017,11.75,57.15,0.987998071,1.084515056
Becker,2021,CHIPS,Becker_2021,105,8,8,MSFF058-1,384.78,1.064649243,12.15,58.6,0.9734553,1.102720759
Becker,2021,CHIPS,Becker_2021,106,7,8,W17067-1,546.92,1.06952381,14.9,53.2,0.977600693,1.200576039
Becker,2021,CHIPS,Becker_2021,107,6,8,MN19AF6869-13,347.27,1.062162162,18,48.3,0.982515221,1.066271019
Becker,2021,CHIPS,Becker_2021,108,5,8,ND14138AB-9,511.83,1.070154578,12.6,56.4,0.988802691,1.050342103
Becker,2021,CHIPS,Becker_2021,109,4,8,MN18AF6658-5,336.985,1.069767442,13.625,56.175,0.980733822,1.077710339
Becker,2021,CHIPS,Becker_2021,110,3,8,W17AF6685-2,511.83,1.070721358,11.35,59.25,0.97380796,1.169971518
Becker,2021,CHIPS,Becker_2021,111,2,8,Lamoka,436.205,1.069333333,10.6,60.1,0.978248538,1.139276365
Becker,2021,CHIPS,Becker_2021,112,1,8,MN19TX18032-5,338.195,1.056955093,10.2,60.9,0.98337251,1.069299744
Becker,2021,CHIPS,Becker_2021,113,1,9,MN19AF6866-14,413.82,1.069101678,10.3,58.3,0.982316371,1.145977877
Becker,2021,CHIPS,Becker_2021,114,2,9,MSFF061-1,425.92,1.071135431,12.5,57.9,0.968489851,1.293258313
Becker,2021,CHIPS,Becker_2021,115,3,9,W17067-13,354.53,1.069196429,15.2,52.6,0.988674178,1.039924668
Becker,2021,CHIPS,Becker_2021,116,4,9,MSFF206-1,541.475,NA,8.5,62.4,0.974798171,1.159388646
Becker,2021,CHIPS,Becker_2021,117,5,9,MN18AF6675-2,321.86,1.066842568,11.3,58.1,0.979445207,1.072891727
Becker,2021,CHIPS,Becker_2021,118,6,9,MN18W17037-26,277.09,1.062868369,12.6,56.8,0.981241236,1.24609375
Becker,2021,CHIPS,Becker_2021,119,7,9,MN18W17043-3,392.645,1.065433855,12.1,56.7,0.985994655,1.119869363
Becker,2021,CHIPS,Becker_2021,120,8,9,MN19TX18032-7,266.2,1.06920904,12,57,0.985514761,1.109710589
Becker,2021,CHIPS,Becker_2021,121,9,9,MN18AF6717-6,350.295,1.05802969,12.1,57.8,0.966579692,1.267241379
Becker,2021,CHIPS,Becker_2021,122,10,9,Lamoka,377.52,1.062427746,NA,NA,NA,NA
Becker,2021,CHIPS,Becker_2021,123,11,9,MN19TX18188-1,170.61,1.049250535,15.75,55.25,0.987674187,1.03939328
Becker,2021,CHIPS,Becker_2021,124,12,9,MN19AF6869-5,245.025,1.057142857,10.6,58.9,0.988346414,1.06263329
Becker,2021,CHIPS,Becker_2021,125,13,9,W17039-7,640.09,1.064971751,12.7,56.2,0.984251997,1.05898606
Becker,2021,CHIPS,Becker_2021,126,14,9,MN19TX18171-3,222.035,1.060209424,12,58.1,0.984640416,1.10218982
Becker,2021,CHIPS,Becker_2021,127,14,10,W17066-11,358.16,1.065909091,7.8,64.9,0.955554874,1.071216445
Becker,2021,CHIPS,Becker_2021,128,13,10,MN18AF6730-5,307.945,1.06640625,10.1,60.15,0.976464734,1.184587577
Becker,2021,CHIPS,Becker_2021,129,12,10,MN19AF6869-9,231.715,1.064285714,10.4,60.9,0.987597737,1.085645306
Becker,2021,CHIPS,Becker_2021,130,11,10,MN19AF6866-8,202.675,1.060885609,12.9,54.3,0.969415492,1.418540329
Becker,2021,CHIPS,Becker_2021,131,10,10,ND14251B-5,163.955,1.069057105,10.2,60.1,0.981733616,1.0749304
Becker,2021,CHIPS,Becker_2021,132,9,10,MN19TX18280-2,334.565,1.074030552,NA,NA,NA,NA
Becker,2021,CHIPS,Becker_2021,133,8,10,ND14199CAB-5,566.28,1.073487032,12,56.2,0.96575485,1.301160678
Becker,2021,CHIPS,Becker_2021,134,7,10,MN19AF6867-3,322.465,1.06981982,NA,NA,NA,NA
Becker,2021,CHIPS,Becker_2021,135,6,10,MN19TX18014-4,182.105,1.064755839,NA,NA,NA,NA
Becker,2021,CHIPS,Becker_2021,136,5,10,ND14163AB-4,226.27,1.082304527,12.8,54.7,0.986363613,1.031937406
Becker,2021,CHIPS,Becker_2021,137,4,10,MN18W17037-38,205.7,1.059225513,10.1,58.5,0.988586807,1.174788041
Becker,2021,CHIPS,Becker_2021,138,3,10,MN18W17043-12,707.85,1.081453634,11,58.9,0.981321467,1.082000328
Becker,2021,CHIPS,Becker_2021,139,2,10,ND14247CAB-2,632.225,1.069047619,9.8,57.55,0.97840755,1.109366198
Becker,2021,CHIPS,Becker_2021,140,1,10,Lamoka,353.32,1.072992701,8.5,62.2,0.972586358,1.128409332
Becker,2021,CHIPS,Becker_2021,141,1,11,MN18W17043-17,606.21,1.073024055,11.1,58.5,0.987861528,1.078428204
Becker,2021,CHIPS,Becker_2021,142,2,11,MN18AF6728-7,680.02,1.067846608,10.7,57.2,0.984880701,1.129502107
Becker,2021,CHIPS,Becker_2021,143,3,11,MN19TX18171-6,390.225,1.066841415,10.85,58.25,0.983204603,1.09880632
Becker,2021,CHIPS,Becker_2021,144,4,11,MN18W17037-11,234.135,1.073593074,10.7,57.7,0.987413255,1.093403727
Becker,2021,CHIPS,Becker_2021,145,5,11,MSFF050-1,194.205,1.068511199,12.95,55.05,0.986155658,1.055781753
Becker,2021,CHIPS,Becker_2021,146,6,11,Lamoka,249.26,1.070621469,11.9,57.4,0.967946321,1.213748068
Becker,2021,CHIPS,Becker_2021,147,7,11,MN19AF6892-13,221.43,1.067193676,14.7,51.4,0.991692272,1.063641327
Becker,2021,CHIPS,Becker_2021,148,8,11,MN19AF6892-10,269.225,1.066901408,15.2,51.4,0.986101775,1.115785602
Becker,2021,CHIPS,Becker_2021,149,9,11,ND14192B-1,704.22,1.070721358,13.6,53.1,0.990782773,1.103370787
Becker,2021,CHIPS,Becker_2021,150,10,11,MN19TX18032-9,388.41,1.063218391,11.9,55.3,0.98606673,1.107413339
Becker,2021,CHIPS,Becker_2021,151,11,11,MN18TX17748-2,344.245,1.067524116,10.7,57.1,0.990428261,1.083292424
Becker,2021,CHIPS,Becker_2021,152,12,11,MN19TX18032-18,300.08,1.066812705,11,57.4,0.985728824,1.103735858
Becker,2021,CHIPS,Becker_2021,153,13,11,W17049-10,445.885,1.059336824,7.375,63.875,0.979007629,1.151612804
Becker,2021,CHIPS,Becker_2021,154,14,11,MN18W17039-5,482.185,1.071570577,12.9,56.8,0.983915282,1.140896136
Becker,2021,CHIPS,Becker_2021,155,14,12,MN19TX18260-1,203.28,1.067919075,10.2,61.9,0.986236049,1.045227497
Becker,2021,CHIPS,Becker_2021,156,13,12,MSFF303-3,430.76,1.05862069,12.1,59,0.983240117,1.102205259
Becker,2021,CHIPS,Becker_2021,157,12,12,ND14193ABC-4,333.96,1.063917526,11.5,58.75,0.979242442,1.047594164
Becker,2021,CHIPS,Becker_2021,158,11,12,MN19AF6869-15,124.63,1.062753036,10.55,60.025,0.985080901,1.084248784
Becker,2021,CHIPS,Becker_2021,159,10,12,MN18W17057-5,145.2,1.087108014,13.7,56.2,0.968717341,1.181950661
Becker,2021,CHIPS,Becker_2021,160,9,12,MN18AF6717-2,252.285,1.064748201,9.7,58.9,0.953267457,1.3183334
Becker,2021,CHIPS,Becker_2021,161,8,12,MSFF206-2,359.37,1.064785789,9.6,57.4,0.985377798,1.048416369
Becker,2021,CHIPS,Becker_2021,162,7,12,Lamoka,219.01,1.063039724,7.625,63.3,0.97704826,1.125279987
Becker,2021,CHIPS,Becker_2021,163,6,12,W17037-3,511.225,1.066427289,6.4,71.9,0.974631326,1.161620108
Becker,2021,CHIPS,Becker_2021,164,5,12,MN19TX18211-1,387.2,1.064200218,12.6,57.8,0.97608435,1.124448808
Becker,2022,CHIPS,Becker_2022,1,1,2,Snowden,90.40384615,1.076342212,5.6,66.75,0.982728534,1.142341991
Becker,2022,CHIPS,Becker_2022,2,2,2,ND176Y-1,348.12,1.007080595,5.8,62.3,0.989425032,1.151632483
Becker,2022,CHIPS,Becker_2022,3,3,2,MN19AF6869-13,338.98,1.079505161,4.3,57.7,0.984106514,1.08305433
Becker,2022,CHIPS,Becker_2022,4,4,2,Superior,93.81923077,1.064238543,4.2,50.6,0.986395225,1.071262568
Becker,2022,CHIPS,Becker_2022,5,5,2,MN18W17043-12,467.0192308,1.090126371,5.05,62.15,0.981910022,1.106540852
Becker,2022,CHIPS,Becker_2022,6,6,2,MN18AF6717-6,196.9269231,1.059218974,5.45,62.2,0.988973108,1.107544279
Becker,2022,CHIPS,Becker_2022,7,7,2,MN18W17043-6,385.2692308,1.074136682,5.6,55.55,0.984188901,1.125119393
Becker,2022,CHIPS,Becker_2022,8,8,2,MN19TX18212-7,371.83,1.05775076,5.7,61.65,0.983060015,1.134990819
Becker,2022,CHIPS,Becker_2022,9,9,2,MN18W17037-33,624.9,1.075757576,5.65,60.3,0.976154752,1.206174373
Becker,2022,CHIPS,Becker_2022,10,10,2,MSGG365-1,489.93,1.076857143,8.3,54.6,0.98751215,1.098390189
Becker,2022,CHIPS,Becker_2022,11,11,2,MSGG863-A2,323.37,1.072286513,5.05,59.1,0.984442885,1.048245876
Becker,2022,CHIPS,Becker_2022,12,12,2,MN18W17039-25,317.8384615,1.080451729,5.5,64.4,0.983878587,1.073908771
Becker,2022,CHIPS,Becker_2022,13,13,2,MSGG263-1,269.65,1.076503459,5.65,61.15,0.983724227,1.153005095
Becker,2022,CHIPS,Becker_2022,14,14,2,MN19TX18032-7,276.5769231,1.075032788,4.5,63.55,0.989703175,1.093427793
Becker,2022,CHIPS,Becker_2022,15,15,2,MSGG409-2,261.06,1.007132395,4.9,56.85,0.98388057,1.093806441
Becker,2022,CHIPS,Becker_2022,16,16,2,Cascade,239.7923077,1.064408291,4.9,59.95,0.941446469,1.29606574
Becker,2022,CHIPS,Becker_2022,17,17,2,MSGG690-1,247.45,1.065366972,5.6,56.55,0.983841268,1.07054308
Becker,2022,CHIPS,Becker_2022,18,18,2,MN04844,228.8307692,1.064454539,8.7,51.6,0.977001958,1.126232417
Becker,2022,CHIPS,Becker_2022,19,19,2,MN19TX18054-2,269.77,1.061613658,4.2,63.8,0.985078441,1.102102201
Becker,2022,CHIPS,Becker_2022,20,20,2,W19002-7,182.23,1.065438913,5.8,61.4,0.971743267,1.220011671
Becker,2022,CHIPS,Becker_2022,21,21,2,W19009-25,291.43,1.005817243,7.4,60.3,0.984928911,1.094765096
Becker,2022,CHIPS,Becker_2022,22,22,2,MN18AF6648-10,294.3115385,1.055418817,7.1,61.4,0.985389256,1.169075427
Becker,2022,CHIPS,Becker_2022,23,23,2,MSHH664-1,543.17,1.06895685,7,59.4,0.985740726,1.081428132
Becker,2022,CHIPS,Becker_2022,24,23,3,ND14348ABC-1,NA,1.064044294,6.1,59,0.989090579,1.070264336
Becker,2022,CHIPS,Becker_2022,25,22,3,W19021-4,411.04,1.073501676,6.5,58.5,0.976854096,1.012549802
Becker,2022,CHIPS,Becker_2022,26,21,3,MSGG409-3,950.27,1.083904929,8,63.7,0.982738248,1.145657038
Becker,2022,CHIPS,Becker_2022,27,20,3,MSGG212-4,405.47,1.084774839,8.1,58.7,0.989686427,1.068407217
Becker,2022,CHIPS,Becker_2022,28,19,3,MN19AF6866-9,315.1846154,1.07890678,7.8,57.2,0.988541467,1.080581579
Becker,2022,CHIPS,Becker_2022,29,18,3,MN19AF6892-9,489.87,1.085836078,6.7,49.2,0.978925745,1.114720838
Becker,2022,CHIPS,Becker_2022,30,17,3,MN20CO18127-3,518.42,1.071920956,6.4,53.1,0.976504932,1.228166944
Becker,2022,CHIPS,Becker_2022,31,16,3,MSGG282-20,264.87,1.066783603,4.8,58.65,0.984059897,1.045761705
Becker,2022,CHIPS,Becker_2022,32,15,3,MN18W17057-5,139.5461538,1.074497657,7.8,56.2,0.986694024,1.068116178
Becker,2022,CHIPS,Becker_2022,33,14,3,W19022-2,185.37,1.077865207,5.95,59.65,0.989263442,1.132795587
Becker,2022,CHIPS,Becker_2022,34,13,3,MSGG181-5,283.99,1.064935065,7.3,57.6,0.981595531,1.079186721
Becker,2022,CHIPS,Becker_2022,35,12,3,MN18AF6643-13,187.9269231,1.075334028,6.2,61.9,0.986534816,1.047124377
Becker,2022,CHIPS,Becker_2022,36,11,3,MN18W17043-17,338.9192308,1.083368852,7.5,54.1,0.986400463,1.090223562
Becker,2022,CHIPS,Becker_2022,37,10,3,MN19AF6866-14,431.49,1.074253654,7.4,55.4,0.982498979,1.074245227
Becker,2022,CHIPS,Becker_2022,38,9,3,MSGG242-1,326.28,1.074684538,8.5,51.4,0.985466813,1.051239832
Becker,2022,CHIPS,Becker_2022,39,8,3,MN18AF6730-5,295.0730769,1.063438465,8.1,48.7,0.98565379,1.109780462
Becker,2022,CHIPS,Becker_2022,40,7,3,W19023-4,242,1.069430793,7.7,53.9,0.990228942,1.082422278
Becker,2022,CHIPS,Becker_2022,41,6,3,MN20CO18192-1,402.26,1.083796026,8.9,55.5,0.983813115,1.130464333
Becker,2022,CHIPS,Becker_2022,42,5,3,W19024-22,278.12,1.089248231,6.2,57.8,0.989329882,1.102761145
Becker,2022,CHIPS,Becker_2022,43,4,3,ND1780-2,191.3,1.06777057,6.8,55.6,0.981246074,1.221602789
Becker,2022,CHIPS,Becker_2022,44,3,3,W19031-7,280.42,1.073750991,7.4,54,0.986317614,1.159697819
Becker,2022,CHIPS,Becker_2022,45,2,3,MN18AF6730-6,236.0884615,1.06321002,6.9,54.1,0.983188819,1.098940254
Becker,2022,CHIPS,Becker_2022,46,1,3,MN18AF6658-5,156.8538462,1.075194335,7.2,64.5,0.988157215,1.070727154
Becker,2022,CHIPS,Becker_2022,47,1,4,W19024-20,295.06,1.084172823,7.5,63.55,0.985507204,1.112666964
Becker,2022,CHIPS,Becker_2022,48,2,4,MN19AF6867-3,377.22,1.08002788,8.4,55.55,0.965028164,1.252223291
Becker,2022,CHIPS,Becker_2022,49,3,4,MN19TX18188-1,429.2423077,1.060882271,5.9,57.75,0.986604666,1.129140359
Becker,2022,CHIPS,Becker_2022,50,4,4,W19022-5,480.19,1.074021012,5.6,59.1,0.981739088,1.116796202
Becker,2022,CHIPS,Becker_2022,51,5,4,MSGG195-1,503.18,1.075507073,6.1,58.9,0.965685342,1.224415374
Becker,2022,CHIPS,Becker_2022,52,6,4,MN18W17065-4,216.2653846,1.068924846,5.9,62.25,0.983622823,1.089799674
Becker,2022,CHIPS,Becker_2022,53,7,4,W19031-8,475.17,1.084364516,5.8,59.95,0.982506575,1.065028871
Becker,2022,CHIPS,Becker_2022,54,8,4,MSGG343-1,320.71,1.084986113,7.25,58.15,0.975207917,1.074112595
Becker,2022,CHIPS,Becker_2022,55,9,4,MSGG207-1,551.88,1.058853035,7.8,55.9,0.990672374,1.079925854
Becker,2022,CHIPS,Becker_2022,56,10,4,Lamoka,276.8538462,1.071464672,-14.9,102.35,0.965585336,1.209086374
Becker,2022,CHIPS,Becker_2022,57,11,4,Atlantic,549.9461538,1.073230411,6.05,70,0.981451213,1.165983047
Becker,2022,CHIPS,Becker_2022,58,12,4,ND1734-4,355.74,1.061215249,6.95,67.3,0.988545426,1.124973123
Becker,2022,CHIPS,Becker_2022,59,13,4,MSGG328-5,426.4,1.068326271,5.95,69.9,0.987695836,1.051503914
Becker,2022,CHIPS,Becker_2022,60,14,4,MN18W17037-34,241.7423077,1.085328218,7.9,74.95,0.978204255,1.08382664
Becker,2022,CHIPS,Becker_2022,61,15,4,MN19TX18280-2,354.9692308,1.059827044,8.1,54.9,0.978228055,1.212023205
Becker,2022,CHIPS,Becker_2022,62,16,4,MN18W17037-26,179.8961538,1.067954078,7.8,58.3,0.984020039,1.103354227
Becker,2022,CHIPS,Becker_2022,63,17,4,MN18W17052-4,363.73,1.086826347,222.4,99.65,0.982355932,1.053874649
Becker,2022,CHIPS,Becker_2022,64,18,4,MN19TX18093-1,714.9692308,1.069091797,83.6,49.3,0.982789556,1.059269825
Becker,2022,CHIPS,Becker_2022,65,19,4,MN20ND17100-1,383.87,1.068400533,-93.9,69.3,0.951500451,1.378073881
Becker,2022,CHIPS,Becker_2022,66,20,4,MN20ND1810Y-98,396.03,1.060461846,7.45,59.45,0.984150144,1.107726502
Becker,2022,CHIPS,Becker_2022,67,21,4,MN19TX18211-1,570.1846154,1.070221753,562.5,375.7,0.977467934,1.076376485
Becker,2022,CHIPS,Becker_2022,68,22,4,MN18W17052-6,299.1230769,1.08422654,5.95,66.65,0.983930133,1.160122861
Becker,2022,CHIPS,Becker_2022,69,23,4,MN19TX18260-1,497.19,NA,6.6,67.05,0.972597011,1.16175478
Becker,2022,CHIPS,Becker_2022,70,23,5,MN18W17037-27,415.39,NA,9,61.6,0.987085358,1.069691482
Becker,2022,CHIPS,Becker_2022,71,22,5,W19005-5,513.65,NA,6.75,67.8,0.982387868,1.101394213
Becker,2022,CHIPS,Becker_2022,72,21,5,W19021-2,217.56,NA,6,67.85,0.980644943,1.100179015
Becker,2022,CHIPS,Becker_2022,73,20,5,W19003-6,380.61,NA,7.55,61.2,0.989488272,1.05368761
Becker,2022,CHIPS,Becker_2022,74,19,5,MN19TX18032-1,419.1923077,NA,6.1,69.1,0.986180392,1.125834065
Becker,2022,CHIPS,Becker_2022,75,18,5,MSGG294-1,410.25,NA,6.35,69.35,0.986316302,1.130480043
Becker,2022,CHIPS,Becker_2022,76,17,5,MN19TX18032-10,227.7115385,NA,6,66.7,0.98499911,1.136266935
Becker,2022,CHIPS,Becker_2022,77,16,5,MN19AF6869-7,293.55,NA,6.35,66.8,0.983555533,1.071309919
Becker,2022,CHIPS,Becker_2022,78,15,5,W19018-3,276.55,NA,5.75,65.75,0.97983031,1.08455571
Becker,2022,CHIPS,Becker_2022,79,14,5,ND1776-8,281.69,NA,7.1,65.4,0.990564213,1.040579868
Becker,2022,CHIPS,Becker_2022,80,13,5,W19028-32,213.99,NA,6.8,64.45,0.981978305,1.019959223
Becker,2022,CHIPS,Becker_2022,81,12,5,MN19AF6866-1,272.9538462,NA,8.5,58.25,0.983091448,1.129246633
Becker,2022,CHIPS,Becker_2022,82,11,5,MN19TX18304-1,627.8538462,NA,7.3,59.95,0.972543035,1.161821794
Becker,2022,CHIPS,Becker_2022,83,10,5,MN19TX18120-1,248.96,NA,8.6,61.15,0.98570346,1.135154944
Becker,2022,CHIPS,Becker_2022,84,9,5,MN18W17043-2,438.5307692,NA,6.7,69.6,0.989574799,1.075456435
Becker,2022,CHIPS,Becker_2022,85,8,5,MN18TX17748-2,450.1153846,NA,6.85,62.4,0.979598972,1.11770371
Becker,2022,CHIPS,Becker_2022,86,7,5,MN19TX18032-5,353.7115385,NA,8.4,66.25,0.986309613,1.077434454
Becker,2022,CHIPS,Becker_2022,87,6,5,W19024-6,234.56,NA,6.75,66.8,0.986552171,1.046771679
Becker,2022,CHIPS,Becker_2022,88,5,5,W19024-29,439.96,NA,6.35,62.5,0.983319324,1.078849459
Becker,2022,CHIPS,Becker_2022,89,4,6,MN18W17039-5,489.38,NA,NA,NA,0.963107614,1.262052586
Becker,2022,CHIPS,Becker_2022,90,5,6,MN18W17037-34,397.2807692,NA,6.7,64.85,0.982001015,1.118764981
Becker,2022,CHIPS,Becker_2022,92,7,6,W19022-12,439.17,1.067638924,7.35,61.15,0.981813703,1.106780706
Becker,2022,CHIPS,Becker_2022,93,8,6,W19023-17,256.88,1.077234975,NA,NA,0.963107614,1.262052586
Becker,2022,CHIPS,Becker_2022,94,9,6,MN18W17037-27,282.05,1.071018062,8.25,54.45,0.978587514,1.114752877
Becker,2022,CHIPS,Becker_2022,95,10,6,MN19TX18260-1,532.64,1.073454317,6.05,57.7,0.983458208,1.11072562
Becker,2022,CHIPS,Becker_2022,96,11,6,W19009-22,382.18,1.07845805,9.25,56.95,0.9844262,1.103598071
Becker,2022,CHIPS,Becker_2022,97,12,6,W19015-4,419.08,1.095211054,6.15,60.15,0.98810837,1.104528883
Becker,2022,CHIPS,Becker_2022,98,13,6,W19012-28,329.06,1.093353663,7.5,56.25,0.979819612,1.040211933
Becker,2022,CHIPS,Becker_2022,99,14,6,W19015-3,470.69,1.088450748,5.3,61.55,0.98737691,1.070235635
Becker,2022,CHIPS,Becker_2022,100,15,6,MN19AF6892-9,343.88,1.091757802,5.9,61.1,0.98001377,1.069850182
Becker,2022,CHIPS,Becker_2022,101,16,6,MN18AF6730-6,269.0423077,1.065276136,5.95,57.2,0.98180589,1.073671245
Becker,2022,CHIPS,Becker_2022,102,17,6,MSGG302-3,163.23,1.074779976,6.15,57.8,0.973462555,1.232659103
Becker,2022,CHIPS,Becker_2022,103,18,6,MN18TX17730-8,410.43,1.073741512,5.8,61.05,0.983967778,1.076904753
Becker,2022,CHIPS,Becker_2022,104,19,6,MN19TX18032-7,429.4615385,1.072927519,6.3,59.25,0.980118391,1.129745317
Becker,2022,CHIPS,Becker_2022,105,20,6,MN20AF7145-2,451.45,1.071023216,6.25,61.85,0.983644386,1.138888889
Becker,2022,CHIPS,Becker_2022,106,21,6,MN18W17057-5,281.5384615,1.062383879,5,61.35,0.985647233,1.12415211
Becker,2022,CHIPS,Becker_2022,107,22,6,W19022-16,415.88,1.07163195,5.8,60.95,0.988609984,1.026214395
Becker,2022,CHIPS,Becker_2022,108,23,6,MN18W17043-17,222.6115385,1.087333719,6.05,62.4,0.988267605,1.107268226
Becker,2022,CHIPS,Becker_2022,109,23,7,MN04844,84.11538462,1.066868774,5.25,65.8,0.98253191,1.134209712
Becker,2022,CHIPS,Becker_2022,110,22,7,MN18W17043-12,668.4115385,1.078415341,6.8,58.95,0.976099591,1.184836295
Becker,2022,CHIPS,Becker_2022,111,21,7,MN18AF6658-5,452.2153846,1.071663469,7.65,60.5,0.987760966,1.083608362
Becker,2022,CHIPS,Becker_2022,112,20,7,MN19AF6869-7,369.29,1.075304243,5.45,58.35,0.986113604,1.123625613
Becker,2022,CHIPS,Becker_2022,113,19,7,MSGG194-3,789.22,1.075153692,7.3,59,0.988091926,1.098773279
Becker,2022,CHIPS,Becker_2022,114,18,7,MN18AF6730-5,610.6038462,1.068851021,5.65,55.7,0.979443727,1.154389802
Becker,2022,CHIPS,Becker_2022,115,17,7,W19024-17,227.54,1.064242798,6.05,50.25,0.989653769,1.045924276
Becker,2022,CHIPS,Becker_2022,116,16,7,MN19TX18280-2,264.15,1.066195484,7.9,46.3,0.985516017,1.046148212
Becker,2022,CHIPS,Becker_2022,117,15,7,MN19AF6866-1,369.0692308,1.068790465,6.15,61.15,0.983594233,1.055924353
Becker,2022,CHIPS,Becker_2022,118,14,7,MN19TX18188-1,235.1076923,1.062274269,6.7,68.35,0.983622254,1.048045287
Becker,2022,CHIPS,Becker_2022,119,13,7,MN18W17052-6,273.9230769,1.089883829,6.65,70,0.981606951,1.110963771
Becker,2022,CHIPS,Becker_2022,120,12,7,MN19AF6869-13,264.75,1.085638879,6.65,66.45,0.984063475,1.107208856
Becker,2022,CHIPS,Becker_2022,121,11,7,ND1741C-5,438.93,1.084362836,5.05,70,0.985024384,1.096273416
Becker,2022,CHIPS,Becker_2022,122,10,7,MN18AF6717-6,473.5730769,1.071550471,5.25,62.45,0.982897061,1.125923573
Becker,2022,CHIPS,Becker_2022,123,9,7,ND1734-7,413.22,1.070054505,6.5,67,0.981185144,1.062384421
Becker,2022,CHIPS,Becker_2022,124,8,7,MSGG268-4,422.96,1.073181049,6.25,63.95,0.982208856,1.124752475
Becker,2022,CHIPS,Becker_2022,125,7,7,ND14359ABC-3,258.4,1.066808874,5.15,64.05,0.984680824,1.151347307
Becker,2022,CHIPS,Becker_2022,126,6,7,W19029-14,390.23,1.081667619,6.4,63.4,0.986995396,1.114202457
Becker,2022,CHIPS,Becker_2022,127,5,7,W19016-2,232.14,1.078931751,5.85,65.05,0.984577899,1.093009197
Becker,2022,CHIPS,Becker_2022,128,4,7,ND1789-1,406.8,1.079593797,5.35,63.05,0.985983661,1.111556567
Becker,2022,CHIPS,Becker_2022,129,3,7,MN19TX18093-1,845.7230769,1.072325349,6.35,62.25,0.979246303,1.116792113
Becker,2022,CHIPS,Becker_2022,130,2,7,MN18AF6728-7,174.42,1.062339001,7.55,59.25,0.98938312,1.063694267
Becker,2022,CHIPS,Becker_2022,131,1,7,MSGG302-1,525.99,1.088641849,7.15,61.15,0.979310174,1.121263783
Becker,2022,CHIPS,Becker_2022,132,1,8,MN18AF6643-13,410.0538462,1.064900229,6.2,59.3,0.986147528,1.064021201
Becker,2022,CHIPS,Becker_2022,133,2,8,W19024-23,432.76,1.067795419,8.1,56.2,0.983929053,1.05052129
Becker,2022,CHIPS,Becker_2022,134,3,8,MN19AF6867-3,359.85,1.071163329,5.9,57.25,0.967444939,1.172561008
Becker,2022,CHIPS,Becker_2022,135,4,8,MN19TX18212-7,385.75,1.06194039,6.75,63.85,0.980822161,1.137794347
Becker,2022,CHIPS,Becker_2022,136,5,8,MSGG276-4,338.74,1.075684192,6.4,59,0.955631348,1.221209116
Becker,2022,CHIPS,Becker_2022,137,6,8,MSGG221-3,726.48,1.073602776,8.8,58,0.983921559,1.073770407
Becker,2022,CHIPS,Becker_2022,138,7,8,MN18W17065-4,457.4538462,1.078281435,5.95,63.7,0.98072871,1.122633489
Becker,2022,CHIPS,Becker_2022,139,8,8,Atlantic,394.0615385,1.072948328,6.7,60.25,0.979096804,1.155436539
Becker,2022,CHIPS,Becker_2022,140,9,8,Cascade,535.4307692,1.056236839,6.95,64.3,0.930977315,1.406197079
Becker,2022,CHIPS,Becker_2022,141,10,8,MN19TX18032-1,275.4576923,1.066302172,6.8,54.25,0.986382271,1.087201393
Becker,2022,CHIPS,Becker_2022,142,11,8,MSGG190-4,477.41,1.086429061,7.75,58.05,0.987917762,1.06953684
Becker,2022,CHIPS,Becker_2022,143,12,8,W19024-16,274.43,1.087496327,6.2,64.9,0.987212046,1.075481946
Becker,2022,CHIPS,Becker_2022,144,13,8,W19024-15,309.88,1.081338465,7.3,62.5,0.982157793,1.197213291
Becker,2022,CHIPS,Becker_2022,145,14,8,MN19TX18032-10,235.1769231,1.067707573,6.7,61.9,0.978594428,1.021367521
Becker,2022,CHIPS,Becker_2022,146,15,8,MSGG349-3,204.67,1.06543131,8.4,53.3,0.968795649,1.292439146
Becker,2022,CHIPS,Becker_2022,147,16,8,MN19TX18304-1,499.8230769,1.067934202,7.1,54.7,0.970203621,1.101561882
Becker,2022,CHIPS,Becker_2022,148,17,8,W19020-6,247.63,1.07192266,5.5,64.5,0.975798035,1.058628506
Becker,2022,CHIPS,Becker_2022,149,18,8,ND1776-11,343.82,1.070335034,6.6,63.3,0.986568948,1.053775607
Becker,2022,CHIPS,Becker_2022,150,19,8,MN18W17039-5,514.13,1.078402367,8.1,55.7,0.988553665,1.11551867
Becker,2022,CHIPS,Becker_2022,151,20,8,MN19TX18032-5,447.2538462,1.075720682,7.1,63.5,0.979510741,1.046687408
Becker,2022,CHIPS,Becker_2022,152,21,8,MSGG190-1,461.37,1.073533619,4.3,62.15,0.982330089,1.15520426
